#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	ntp
#open	2026-04-23-23-07-14
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	version	mode	stratum	poll	precision	root_delay	root_disp	ref_id	ref_time	org_time	rec_time	xmt_time	num_exts
#types	time	string	addr	port	addr	port	count	count	count	interval	interval	interval	interval	string	time	time	time	time	count
1665162902.085886	CQ4oXQJnjI9Nrql7e	192.168.137.131	40020	131.188.3.222	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665162902.136531	0
1665162902.224855	CQ4oXQJnjI9Nrql7e	192.168.137.131	40020	131.188.3.222	123	3	4	1	16.000000	0.000000	0.000000	0.000015	MBGh	1665162902.000000	1665162902.136531	1665162902.164715	1665162902.164719	0
1665162902.283354	CDcYQC2EC5b689Ifq6	192.168.137.131	51592	84.2.44.19	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665162902.333877	0
1665162902.444902	CDcYQC2EC5b689Ifq6	192.168.137.131	51592	84.2.44.19	123	3	4	2	16.000000	0.000000	0.023254	0.000000	195.113.144.201	1665158275.037866	1665162902.333877	1665162902.379901	1665162902.379902	0
1665162902.587307	CdyRIS27p4CacAlVt2	192.168.137.131	44342	216.232.132.95	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665162902.637795	0
1665162902.698010	CdyRIS27p4CacAlVt2	192.168.137.131	44342	216.232.132.95	123	3	4	2	16.000000	0.000000	0.039032	0.024353	216.197.228.230	1665162396.202770	1665162902.637795	1665162902.652797	1665162902.652806	0
1665162902.746729	CJnTZV3ZbiEUE7Aqsg	192.168.137.131	49025	121.174.142.81	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665162902.797419	0
1665162902.982823	CJnTZV3ZbiEUE7Aqsg	192.168.137.131	49025	121.174.142.81	123	3	4	3	16.000000	0.000000	0.007324	0.043503	220.73.142.66	1665161664.286444	1665162902.797419	1665162902.873837	1665162902.873844	0
1665162903.001234	CLOWXm4T8SBcHz9JXg	192.168.137.131	123	206.108.0.131	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665162903.051816	0
1665162903.063316	CLOWXm4T8SBcHz9JXg	192.168.137.131	123	206.108.0.131	123	3	4	1	16.000000	0.000000	0.000015	0.000015	PTP0	1665162898.931484	1665162903.051816	1665162903.041192	1665162903.041224	0
1665162903.352743	CHCU5EdCgW1kjKL19	192.168.137.133	48844	111.235.248.121	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665162933.169918	0
1665162910.370813	Cc4iGq3qOVXUYyic18	192.168.137.133	52229	111.235.248.121	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665162940.190112	0
1665162917.396373	CYOVRJ1DFqaou7QuBb	192.168.137.133	57057	111.235.248.121	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665162947.209770	0
1665162924.412602	CITwjj3LQM01AFhHce	192.168.137.133	43859	111.235.248.121	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665162954.230159	0
1665162931.430223	CY5mwW1s3eIWk5KVp3	192.168.137.133	39800	111.235.248.121	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665162961.249767	0
1665162935.595086	C49ewm2kbTgXIrCzE2	192.168.137.131	57324	162.159.200.1	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1191378621.648529	0
1665162935.645000	C49ewm2kbTgXIrCzE2	192.168.137.131	57324	162.159.200.1	123	4	4	3	1.000000	0.000000	0.025620	0.000656	10.70.8.122	1665162862.817033	1191378621.648529	1665162935.629243	1665162935.629349	0
1665162938.450709	C28OK73Vn1kEkwLN4	192.168.137.133	58032	111.235.248.121	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665162968.269814	0
1665162945.470146	CXwrfa3GzqFYEbCis2	192.168.137.133	45401	111.235.248.121	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665162975.289833	0
1665162952.490918	Cm38lP3jXdXl74vVl8	192.168.137.133	33902	111.235.248.121	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665162982.309796	0
1665162959.509937	Cgh0Fx2CVPxIje01Bl	192.168.137.133	45287	111.235.248.121	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665162989.329922	0
1665162966.529959	CUjevZY8GpUCuK2kh	192.168.137.133	52249	111.235.248.121	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665162996.349764	0
1665162973.549918	CA72wo34rvPgR1ARC3	192.168.137.133	54871	111.235.248.121	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665163003.369784	0
1665162980.569930	CLSdLZ2XMcKfvVOeFc	192.168.137.133	46563	111.235.248.121	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665163010.389872	0
1665162987.591103	CbUhO11X8TfHq6tLh5	192.168.137.133	44120	111.235.248.121	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665163017.409769	0
1665162994.609735	CNSUdU2N0CM9288LTg	192.168.137.133	59853	111.235.248.121	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665163024.429843	0
1665162996.061340	CR9QKchPdOpCxzMDa	192.168.137.61	57867	216.239.35.4	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665162995.974000	0
1665162996.143555	CR9QKchPdOpCxzMDa	192.168.137.61	57867	216.239.35.4	123	3	4	1	1.000000	0.000001	0.000000	0.000092	GOOG	1665162996.110511	1665162995.974000	1665162996.110511	1665162996.110511	0
1665163001.641279	CdtkWd3YjdT1QIyy4f	192.168.137.133	51754	111.235.248.121	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665163031.460372	0
1665163008.659795	CWu9sJ2k6TEuqbzZma	192.168.137.133	39748	111.235.248.121	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665163038.479943	0
1665163015.680148	CNRO2p3Mn19uSFzj1i	192.168.137.133	41424	111.235.248.121	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665163045.500441	0
1665163022.699825	Cug9qx2V9v5k2PRA2	192.168.137.133	47862	111.235.248.121	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665163052.520124	0
1665163029.719662	CiA3Hn2Ey2Pwcxlc3l	192.168.137.133	44052	111.235.248.121	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665163059.539850	0
1665163036.263249	CCnTVyczAKaYdR4B3	192.168.137.187	42474	131.107.13.100	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	-376630292.388726	0
1665163036.740428	CBkrp92w3LUsLWnrOb	192.168.137.133	57082	111.235.248.121	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665163066.560325	0
1665163043.760113	C5nKl323BXz0yxXU76	192.168.137.133	41001	111.235.248.121	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665163073.579879	0
1665163050.785382	CGGKxH1kKWLOoA4Cvk	192.168.137.133	38824	111.235.248.121	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665163080.599811	0
1665163057.799761	CoEGEK150oVMud0IGi	192.168.137.133	40616	111.235.248.121	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665163087.620340	0
1665163059.300323	CBhcY81A1YueoQlFYh	192.168.137.47	123	129.6.15.29	123	4	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665163059.317910	0
1665163059.360014	CBhcY81A1YueoQlFYh	192.168.137.47	123	129.6.15.29	123	3	4	1	8192.000000	0.000000	0.000244	0.000488	NIST	1665163008.000000	1665163059.317910	1665163059.337318	1665163059.337319	0
1665163059.996180	CBhcY81A1YueoQlFYh	192.168.137.47	123	129.6.15.29	123	4	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665163060.013115	0
1665163060.031613	CBhcY81A1YueoQlFYh	192.168.137.47	123	129.6.15.29	123	4	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665163060.045240	0
1665163060.041166	CBhcY81A1YueoQlFYh	192.168.137.47	123	129.6.15.29	123	3	4	1	8192.000000	0.000000	0.000244	0.000488	NIST	1665163008.000000	1665163060.013115	1665163060.018754	1665163060.018756	0
1665163060.070034	CBhcY81A1YueoQlFYh	192.168.137.47	123	129.6.15.29	123	4	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665163060.080915	0
1665163060.076504	CBhcY81A1YueoQlFYh	192.168.137.47	123	129.6.15.29	123	3	4	1	8192.000000	0.000000	0.000244	0.000488	NIST	1665163008.000000	1665163060.045240	1665163060.054084	1665163060.054085	0
1665163060.114906	CBhcY81A1YueoQlFYh	192.168.137.47	123	129.6.15.29	123	3	4	1	8192.000000	0.000000	0.000244	0.000488	NIST	1665163008.000000	1665163060.080915	1665163060.092535	1665163060.092536	0
1665163064.820420	CpCaAd4trAwCCArWR9	192.168.137.133	44131	111.235.248.121	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665163094.639865	0
1665163066.726246	CDuNsm2PeVuvzEwZo4	192.168.137.131	40933	162.159.200.1	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1322612121.855332	0
1665163066.774183	CDuNsm2PeVuvzEwZo4	192.168.137.131	40933	162.159.200.1	123	4	4	3	1.000000	0.000000	0.025620	0.000671	10.70.8.122	1665162984.422333	1322612121.855332	1665163066.758393	1665163066.758478	0
1665163071.839642	COhMMr233NOTugyfKc	192.168.137.133	46594	111.235.248.121	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665163101.659897	0
1665163078.860240	CYgVfe3SpCOphD4nt7	192.168.137.133	60964	111.235.248.121	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665163108.681087	0
1665163085.882466	CmETVd35XThUNUAtOe	192.168.137.133	58769	111.235.248.121	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665163115.700276	0
1665163092.899126	CJzfaB24pJ1unTw6V7	192.168.137.133	37417	111.235.248.121	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665163122.719916	0
1665163099.908888	CjgOpG3lCghEXnwFLh	192.168.137.133	39867	111.235.248.121	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665163129.729874	0
1665163100.004766	CHyuc93Xmk78Vol9z4	192.168.137.154	36535	216.239.35.12	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	-701058974.696521	0
1665163100.096721	CHyuc93Xmk78Vol9z4	192.168.137.154	36535	216.239.35.12	123	4	4	1	1.000000	0.000001	0.000000	0.000092	GOOG	1665163100.052857	-701058974.696521	1665163100.052857	1665163100.052857	0
1665163106.935068	CbjSSR2gxXkdl9OPX1	192.168.137.133	36278	111.235.248.121	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665163136.751084	0
1665163113.346620	C03vcA4wV6hAURh6t7	192.168.137.187	44766	132.163.97.3	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	-158127119.854691	0
1665163113.455974	C03vcA4wV6hAURh6t7	192.168.137.187	44766	132.163.97.3	123	3	4	1	8192.000000	0.000000	0.000244	0.000488	NIST	1665163008.000000	-158127119.854691	1665163113.417172	1665163113.417174	0
1665163113.919229	CwjVKh17XRwrgvnYj9	192.168.137.66	123	51.255.15.186	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665163113.904233	0
1665163113.949949	CZFzH82gaLzyb8uYc	192.168.137.133	34829	111.235.248.121	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665163143.770760	0
1665163114.046819	CwjVKh17XRwrgvnYj9	192.168.137.66	123	51.255.15.186	123	3	4	2	16.000000	0.000000	0.020493	0.000565	192.168.100.15	1665163099.757873	1665163113.904233	1665163113.988626	1665163113.988663	0
1665163120.985163	C7zEsrn0VqyNpQ72f	192.168.137.133	52881	111.235.248.121	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665163150.789869	0
1665163127.991370	C4WNRf332GKG7zk6Vh	192.168.137.133	35115	111.235.248.121	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665163157.809802	0
1665163135.011883	CAXI64MSUEJ7KVTwf	192.168.137.133	51001	111.235.248.121	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665163164.829807	0
1665163142.029265	CuZfiAarYtbxYNpzd	192.168.137.133	51956	111.235.248.121	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665163171.849784	0
1665163149.049365	CtDr6R2q3XtNT0925e	192.168.137.133	38097	111.235.248.121	123	3	3	0	16.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1665163178.870038	0
